ID,Title,Gross,Budget,Date,Genre,Director,RTRating,IMDBRating,IMDBVotes
301,Fabled,31425.0,400000.0,2004,Horror,Ari S. Kirschenbaum,,5.4,146.0
302,Fetching Cody,0.0,1500000.0,2006,Comedy,,,6.7,535.0
303,The French Connection,41158757.0,2200000.0,1971,,William Friedkin,9.8,7.9,33674.0
304,From Dusk Till Dawn,25728961.0,20000000.0,1996,Horror,Robert Rodriguez,6.3,7.1,80234.0
305,Friday the 13th,59754601.0,550000.0,1980,Horror,,6.0,5.6,26798.0
306,Friday the 13th Part 3,36690067.0,2250000.0,1982,Horror,Steve Miner,1.4,5.5,13395.0
307,Friday the 13th Part IV: The Final Chapter,32980880.0,2600000.0,1984,Horror,,,,
308,Friday the 13th Part V: A New Beginning,21930418.0,2200000.0,1985,Horror,,,,
309,Friday the 13th Part VI: Jason Lives,19472057.0,3000000.0,1986,Horror,,,,
310,Friday the 13th Part VII: The New Blood,19170001.0,2800000.0,1988,Horror,,,4.6,8916.0
311,Friday the 13th Part VIII: Jason Takes Manhattan,14343976.0,5000000.0,1989,Horror,,,3.9,10113.0
312,Jason Goes to Hell: The Final Friday,15935068.0,3000000.0,1993,Horror,,,4.1,8733.0
313,Per qualche dollaro in piË˜,4300000.0,600000.0,1967,Western,Sergio Leone,,8.2,44204.0
314,Per un pugno di dollari,3500000.0,200000.0,1967,Western,Sergio Leone,,8.0,39929.0
315,The Fall of the Roman Empire,4750000.0,19000000.0,1964,,,10.0,6.6,3184.0
316,Friday the 13th Part 2,21722776.0,1250000.0,1981,Horror,Steve Miner,3.3,5.5,13395.0
317,Faithful,2104439.0,13000000.0,1996,Black Comedy,Paul Mazursky,0.7,5.7,989.0
318,Fair Game,11497497.0,50000000.0,1995,Action,,1.3,6.6,194.0
319,A Few Good Men,236500000.0,33000000.0,1992,Drama,Rob Reiner,8.3,7.6,63541.0
320,The Fugitive,368900000.0,44000000.0,1993,Thriller/Suspense,Andrew Davis,9.4,7.8,96914.0
321,From Here to Eternity,30500000.0,1650000.0,1953,,Fred Zinnemann,8.6,7.9,15115.0
322,First Morning,87264.0,300000.0,2005,Drama,,,,
323,Shooting Fish,302204.0,4000000.0,1998,,,,6.4,4849.0
324,F.I.S.T,20388920.0,11000000.0,1978,Drama,Norman Jewison,,6.2,2737.0
325,Flashdance,201463574.0,7000000.0,1983,Drama,Adrian Lyne,2.9,5.6,12485.0
326,Fled,19892205.0,30000000.0,1996,Action,,1.4,4.9,4215.0
327,Flash Gordon,27107960.0,35000000.0,1980,Action,,8.1,6.2,14894.0
328,The Flintstones,358500000.0,45000000.0,1994,Comedy,Brian Levant,2.0,4.6,26521.0
329,Flight of the Intruder,14471440.0,35000000.0,1991,Action,John Milius,,5.3,2592.0
330,Flatliners,61308153.0,26000000.0,1990,Thriller/Suspense,Joel Schumacher,5.2,6.4,23295.0
331,The Flower of Evil,181798.0,6000000.0,2003,,,6.4,,
332,Funny Ha Ha,77070.0,30000.0,2005,Comedy,,,6.1,1138.0
333,The Funeral,1412799.0,12500000.0,1996,Drama,Abel Ferrara,8.3,6.4,4084.0
334,Fantasia,83320000.0,2280000.0,1940,Musical,,9.8,7.8,29914.0
335,Fantasia 2000 (IMAX),60507228.0,80000000.0,2000,Musical,,,,
336,The Fog,21378361.0,1000000.0,1980,Horror,John Carpenter,6.9,3.3,15760.0
337,Forrest Gump,679400525.0,55000000.0,1994,Drama,Robert Zemeckis,7.0,8.6,300455.0
338,Fortress,46730578.0,12000000.0,1993,Action,,3.6,5.5,7026.0
339,Fiddler on the Roof,80500000.0,9000000.0,1971,Musical,Norman Jewison,8.8,7.7,14260.0
340,The Front Page,15000000.0,4000000.0,1974,Comedy,Billy Wilder,6.7,7.2,3875.0
341,First Blood,125212904.0,14000000.0,1982,Action,Ted Kotcheff,,7.4,56369.0
342,Friday,27936778.0,3500000.0,1995,Comedy,F. Gary Gray,7.7,7.0,21623.0
343,Freeze Frame,91062.0,2000000.0,2004,Thriller/Suspense,,8.3,6.3,1723.0
344,Firefox,45785720.0,21000000.0,1982,Action,Clint Eastwood,4.2,5.6,9348.0
345,Fargo,51204567.0,7000000.0,1996,Thriller/Suspense,Joel Coen,9.4,8.3,165159.0
346,First Knight,127361412.0,75000000.0,1995,Drama,Jerry Zucker,4.5,5.6,20928.0
347,From Russia With Love,78900000.0,2000000.0,1964,Action,,,7.5,32541.0
348,The Firm,270340892.0,42000000.0,1993,Thriller/Suspense,Sydney Pollack,7.6,5.5,957.0
349,Frenzy,12600000.0,3500000.0,1972,,Alfred Hitchcock,8.7,7.5,13093.0
350,Footloose,80000000.0,8200000.0,1984,Musical,Herbert Ross,5.6,6.0,15626.0
351,Fast Times at Ridgemont High,27092880.0,4500000.0,1982,Comedy,Amy Heckerling,8.0,7.2,31362.0
352,Fighting Tommy Riley,10514.0,300000.0,2005,Drama,,,6.6,499.0
353,The First Wives Club,181489203.0,30000000.0,1996,Comedy,Hugh Wilson,4.1,5.6,14682.0
354,Flirting with Disaster,14853474.0,7000000.0,1996,Comedy,David O. Russell,8.6,6.7,8474.0
355,For Your Eyes Only,195300000.0,28000000.0,1981,Action,John Glen,7.1,6.8,23527.0
356,Fiza,1179462.0,1000000.0,2000,Drama,,,6.5,749.0
357,Grip: A Criminal's Story,1336.0,12000.0,2006,Action,,,,
358,The Ghost and the Darkness,38564422.0,55000000.0,1996,Action,Stephen Hopkins,5.1,6.6,19735.0
359,Gallipoli,5732587.0,3000000.0,1981,,Peter Weir,8.6,7.7,14139.0
360,Gabriela,2335352.0,50000.0,2001,Drama,,,5.5,1399.0
361,"Il buono, il brutto, il cattivo",6100000.0,1200000.0,1967,Western,Sergio Leone,,6.8,104.0
362,Graduation Day,23894000.0,250000.0,1981,Thriller/Suspense,,,3.0,836.0
363,The Godfather: Part II,57300000.0,13000000.0,1974,,Francis Ford Coppola,,9.0,245271.0
364,The Godfather: Part III,66520529.0,54000000.0,1990,Drama,Francis Ford Coppola,,7.6,82977.0
365,Goodfellas,46743809.0,25000000.0,1990,Drama,Martin Scorsese,9.7,8.8,229156.0
366,The Godfather,268500000.0,7000000.0,1972,,Francis Ford Coppola,10.0,9.2,411088.0
367,God's Army,2652515.0,300000.0,2000,Drama,,5.0,6.8,638.0
368,The Great Escape,11744471.0,4000000.0,1963,,John Sturges,9.1,8.4,62074.0
369,Gory Gory Hallelujah,12604.0,425000.0,2005,Musical,Sue Corcoran,,5.2,134.0
370,Ghost,517600000.0,22000000.0,1990,Drama,Jerry Zucker,8.1,6.9,51125.0
371,Ghostbusters,291632124.0,30000000.0,1984,Comedy,Ivan Reitman,,6.8,358.0
372,Girl 6,4880941.0,12000000.0,1996,Comedy,Spike Lee,3.4,4.9,3348.0
373,Goldeneye,356429941.0,60000000.0,1995,Action,Martin Campbell,8.0,7.2,69199.0
374,The Glimmer Man,36404841.0,45000000.0,1996,Action,,1.3,4.9,7230.0
375,Glory,26593580.0,18000000.0,1989,Action,Edward Zwick,9.3,8.0,56427.0
376,The Gambler,101773.0,3000000.0,1999,Drama,,,6.1,199.0
377,Good Morning Vietnam,123922370.0,13000000.0,1987,Comedy,Barry Levinson,,7.2,32609.0
378,Gandhi,52767889.0,22000000.0,1982,Drama,Sir Richard Attenborough,8.5,8.2,50881.0
379,A Guy Named Joe,5363000.0,2627000.0,1943,Drama,,,6.9,869.0
380,Gentleman's Agreement,7800000.0,2000000.0,1947,,Elia Kazan,8.3,7.4,4637.0
381,Goodbye Bafana,2717302.0,30000000.0,2007,Drama,Bille August,,7.0,3631.0
382,Get on the Bus,5691854.0,2400000.0,1996,Drama,Spike Lee,8.7,6.7,2701.0
383,The Golden Child,79817937.0,12000000.0,1986,Action,Michael Ritchie,2.6,5.4,14471.0
384,Good Dick,28835.0,200000.0,2008,Drama,,,6.4,3004.0
385,Goldfinger,124900000.0,3000000.0,1964,Action,Guy Hamilton,9.6,7.9,47095.0
386,Groundhog Day,70906973.0,14600000.0,1993,Comedy,Harold Ramis,9.6,8.2,134964.0
387,Gremlins,148168459.0,11000000.0,1984,Comedy,Joe Dante,7.8,7.0,42163.0
388,Get Real,1152411.0,2000000.0,1999,Comedy,,,7.5,6026.0
389,Gremlins 2: The New Batch,41476097.0,50000000.0,1990,Comedy,Joe Dante,,6.1,22712.0
390,The Greatest Story Ever Told,15473333.0,20000000.0,1965,Drama,David Lean,3.9,6.3,3300.0
391,The Gospel of John,4068087.0,11000000.0,2003,Drama,,,,
392,The Greatest Show on Earth,36000000.0,4000000.0,1952,,,4.1,6.8,4264.0
393,The First Great Train Robbery,391942.0,6000000.0,1979,Action,Michael Crichton,,6.9,5141.0
394,Get Shorty,115021008.0,30250000.0,1995,Comedy,Barry Sonnenfeld,8.6,6.9,33364.0
395,Gettysburg,10731997.0,25000000.0,1993,Drama,,8.7,7.6,11215.0
396,Guiana 1838,227241.0,1000000.0,2004,Drama,,,,
397,Gone with the Wind,390525192.0,3900000.0,1939,Drama,George Cukor,9.7,8.2,78947.0
398,Happiness,5746453.0,3000000.0,1998,Comedy,Todd Solondz,8.4,6.5,64.0
399,Harley Davidson and the Marlboro Man,7018525.0,23000000.0,1991,Action,Simon Wincer,2.7,5.3,6995.0
400,Heavy Metal,19571091.0,9300000.0,1981,Adventure,,6.0,6.0,45.0
401,Heartbeeps,6000000.0,10000000.0,1981,Comedy,,,4.1,620.0
402,The Helix...  Loaded,3700.0,1000000.0,2005,Comedy,,,1.5,486.0
403,Hang 'em High,6800000.0,1800000.0,1968,Western,,9.3,6.9,10292.0
404,Hellraiser,14564000.0,1000000.0,1987,Horror,,6.3,7.0,22442.0
405,Hero,66787173.0,42000000.0,1992,Comedy,Stephen Frears,,6.4,323.0
406,Highlander III: The Sorcerer,13738574.0,26000000.0,1995,Action,,,3.8,7763.0
407,Highlander,12900000.0,16000000.0,1986,Action,Russell Mulcahy,6.6,7.2,40802.0
408,How Green Was My Valley,0.0,1250000.0,1941,,John Ford,8.8,7.9,7420.0
409,High Noon,8000000.0,730000.0,1952,,Fred Zinnemann,9.5,8.3,34163.0
410,History of the World: Part I,31672000.0,11000000.0,1981,Comedy,Mel Brooks,,6.5,16691.0
411,"Hello, Dolly",33208099.0,24000000.0,1969,,,,4.4,254.0
412,Halloween II,25533818.0,2500000.0,1981,Horror,Rick Rosenthal,2.7,4.9,12197.0
413,Halloween 3: Season of the Witch,14400000.0,2500000.0,1982,Horror,,,3.8,12644.0
414,Halloween 4: The Return of Michael Myers,17768757.0,5000000.0,1988,Horror,Dwight H. Little,2.3,5.6,11079.0
415,Halloween 5: The Revenge of Michael Myers,11642254.0,6000000.0,1989,Horror,,1.4,,
416,Halloween:  The Curse of Michael Myers,15126948.0,5000000.0,1995,Horror,,,4.4,8576.0
417,Halloween,70000000.0,325000.0,1978,Horror,John Carpenter,9.3,6.0,39866.0
418,Home Alone 2: Lost in New York,358994850.0,20000000.0,1992,Comedy,Chris Columbus,2.1,5.8,51408.0
419,Home Alone,476684675.0,15000000.0,1990,Comedy,Chris Columbus,4.7,7.0,79080.0
420,Home Movies,89134.0,400000.0,1980,,,,5.3,291.0
421,Hum to Mohabbt Karega,121807.0,2000000.0,2000,Drama,,,3.6,74.0
422,The Hotel New Hampshire,5142858.0,7500000.0,1984,Drama,,6.9,5.8,4387.0
423,Henry V,10161099.0,9000000.0,1989,Action,Kenneth Branagh,10.0,7.9,14499.0
424,Housefull,14883658.0,10100000.0,2010,,,,4.6,687.0
425,Hook,300854823.0,70000000.0,1991,Adventure,Steven Spielberg,2.4,6.2,60159.0
426,House Party 2,19438638.0,5000000.0,1991,Comedy,,2.5,4.3,1596.0
427,Hocus Pocus,39360491.0,28000000.0,1993,Comedy,,2.9,6.0,15893.0
428,The Howling,17985000.0,1000000.0,1981,,Joe Dante,6.0,6.5,8731.0
429,High Plains Drifter,15700000.0,15700000.0,1972,Western,Clint Eastwood,,7.6,15718.0
430,Hoop Dreams,11768371.0,700000.0,1994,Documentary,,9.8,8.0,9492.0
431,Happy Gilmore,38623460.0,10000000.0,1996,Comedy,Dennis Dugan,5.8,6.9,54111.0
432,The Hudsucker Proxy,14938149.0,40000000.0,1994,Comedy,Joel Coen,5.8,7.4,32344.0
433,A Hard Day's Night,12299668.0,560000.0,1964,Comedy,,10.0,7.6,15291.0
434,Heroes,655538.0,400000.0,2008,Adventure,,,6.1,505.0
435,The Hunt for Red October,200500000.0,30000000.0,1990,Thriller/Suspense,John McTiernan,9.5,7.6,55202.0
436,Harper,12000000.0,3500000.0,1966,,,,7.0,2395.0
437,Harriet the Spy,26570048.0,13000000.0,1996,Adventure,,4.5,5.8,2963.0
438,Le hussard sur le toit,1320043.0,35000000.0,1996,Drama,,,6.9,3083.0
439,The Hustler,7600000.0,2000000.0,1961,,,9.7,8.1,25385.0
440,Hud,10000000.0,2500000.0,1963,,Martin Ritt,7.9,3.4,93.0
441,Hudson Hawk,17218916.0,65000000.0,1991,Action,Michael Lehmann,2.0,5.3,21920.0
442,Heaven's Gate,3484331.0,44000000.0,1980,,Michael Cimino,,6.5,4649.0
443,Hav Plenty,2301777.0,650000.0,1998,Comedy,,,5.6,580.0
444,House of Wax,23800000.0,658000.0,1953,,,9.4,5.4,32159.0
445,Hawaii,34562222.0,15000000.0,1966,,George Roy Hill,,6.4,1153.0
446,Howard the Duck,16295774.0,30000000.0,1986,Action,,1.6,4.1,16051.0
447,High Anxiety,31063038.0,3400000.0,1977,,Mel Brooks,7.3,6.5,7025.0
448,Hybrid,162605.0,200000.0,2002,Documentary,,,2.2,380.0
449,It's a Wonderful Life,6600000.0,3180000.0,1946,,Frank Capra,9.4,8.7,101499.0
450,The Ice Pirates,13075390.0,9000000.0,1984,Comedy,,1.1,5.1,3600.0
451,Independence Day,817400878.0,75000000.0,1996,Adventure,Roland Emmerich,6.1,6.5,149493.0
452,The Island of Dr. Moreau,27682712.0,40000000.0,1996,Adventure,John Frankenheimer,2.3,4.1,13770.0
453,Iraq for Sale: The War Profiteers,0.0,775000.0,2006,Documentary,,10.0,7.8,854.0
454,In Her Line of Fire,884.0,1000000.0,2006,Action,,,3.5,337.0
455,The Indian in the Cupboard,35627222.0,45000000.0,1995,Adventure,Frank Oz,6.8,5.7,4836.0
456,I Love You Ã– Don't Touch Me!,33598.0,68000.0,1998,,,,5.6,298.0
457,Illuminata,836641.0,10000000.0,1999,Drama,,,6.1,1100.0
458,In Cold Blood,13000000.0,3500000.0,1967,,Richard Brooks,8.8,8.1,10562.0
459,In the Company of Men,2883661.0,25000.0,1997,Drama,Neil LaBute,8.9,7.2,7601.0
460,The Inkwell,8864699.0,8000000.0,1994,Comedy,,2.9,5.7,542.0
461,Invaders from Mars,4984663.0,12000000.0,1986,Horror,Tobe Hooper,2.7,5.0,1933.0
462,L'incomparable mademoiselle C.,493905.0,3400000.0,2004,,,,6.1,66.0
463,The Island,15716828.0,22000000.0,1980,Adventure,Michael Ritchie,,6.9,82601.0
464,Eye See You,1807990.0,55000000.0,2002,,,,5.1,397.0
465,In the Heat of the Night,24379978.0,2000000.0,1967,,Norman Jewison,9.6,8.1,22429.0
466,Jack,58617334.0,45000000.0,1996,Drama,Francis Ford Coppola,1.7,5.3,17267.0
467,Jade,9812870.0,50000000.0,1995,Thriller/Suspense,William Friedkin,1.6,4.8,5279.0
468,Jingle All the Way,129832389.0,60000000.0,1996,Comedy,Brian Levant,1.6,4.9,22928.0
469,Dr. No,59567035.0,1000000.0,1963,Action,,,7.3,36019.0
470,The Jungle Book,44342956.0,27000000.0,1994,Adventure,Stephen Sommers,,5.8,5564.0
471,Judge Dredd,113487912.0,85000000.0,1995,Action,,1.5,4.9,30736.0
472,The Jerky Boys,7555256.0,4000000.0,1995,Comedy,,1.0,3.9,1481.0
473,Jefferson in Paris,2461628.0,14000000.0,1995,Drama,James Ivory,3.6,5.6,1464.0
474,JFK,205400000.0,40000000.0,1991,Drama,Oliver Stone,8.3,8.0,59684.0
475,Journey from the Fall,635305.0,1300000.0,2007,Drama,,9.2,7.2,586.0
476,Jekyll and Hyde... Together Again,3707583.0,5000000.0,1982,Comedy,,,5.5,486.0
477,Jumanji,262758310.0,65000000.0,1995,Adventure,Joe Johnston,4.8,6.4,54973.0
478,The Juror,22730924.0,44000000.0,1996,Thriller/Suspense,,1.6,5.3,6482.0
479,Jerusalema,7294.0,2000000.0,2010,,,,7.9,6777.0
480,Jurassic Park,923067947.0,63000000.0,1993,Action,Steven Spielberg,8.7,7.9,151365.0
481,Johnny Suede,55000.0,500000.0,1991,Drama,,,5.8,1587.0
482,Jaws,470700000.0,12000000.0,1975,Horror,Steven Spielberg,10.0,8.3,138017.0
483,Jaws 2,208900376.0,20000000.0,1978,Horror,,5.6,5.6,18793.0
484,Jaws 4: The Revenge,15728335.0,23000000.0,1987,Horror,,,2.6,15632.0
485,Kabhi Alvida Naa Kehna,32575443.0,10750000.0,2006,Drama,,6.7,5.6,4128.0
486,Kickboxer,14533681.0,1500000.0,1989,Action,Mark DiSalle,,5.5,11692.0
487,Kids,20412216.0,1500000.0,1995,Drama,,5.0,6.7,26122.0
488,Kingpin,32223424.0,25000000.0,1996,Comedy,Bobby Farrelly,5.1,6.7,28404.0
489,Kindergarten Cop,202000000.0,26000000.0,1990,Comedy,Ivan Reitman,5.0,5.8,40433.0
490,King Kong (1933),10000000.0,670000.0,1933,,,,,
491,King Kong,90614445.0,23000000.0,1976,,John Guillermin,4.6,7.6,132720.0
492,Kiss of Death,14942422.0,40000000.0,1995,Drama,Barbet Schroeder,6.7,7.6,2374.0
493,The Kings of Appletown,0.0,7000000.0,2008,Action,,,,
494,Koltchak,38585047.0,20000000.0,2008,,,,,
495,Kingdom of the Spiders,17000000.0,500000.0,1977,,,4.4,5.7,1463.0
496,Keeping it Real: The Adventures of Greg Walloch,1358.0,100000.0,2001,,,,,
497,Akira,19585.0,8000000.0,2001,Action,,,7.9,39948.0
498,Krush Groove,11052713.0,3000000.0,1985,Drama,,,5.8,588.0
499,Krrish,32430721.0,10000000.0,2006,Action,,10.0,6.1,2735.0
500,Kansas City,1353824.0,19000000.0,1996,Drama,Robert Altman,5.8,6.0,2397.0
501,The Last Emperor,43984000.0,25000000.0,1987,Drama,Bernardo Bertolucci,9.1,7.9,24262.0
502,Last Action Hero,137298489.0,85000000.0,1993,Action,John McTiernan,3.8,5.9,43171.0
503,Live and Let Die,161800000.0,7000000.0,1973,Action,Guy Hamilton,6.4,6.8,24044.0
504,Lage Raho Munnabhai,31517561.0,2700000.0,2006,Comedy,,,7.8,5236.0
505,The Last Waltz,321952.0,35000.0,2002,,,,8.0,6893.0
506,The Last Big Thing,22434.0,1000000.0,1998,,,,6.0,139.0
507,The Land Before Time,81972846.0,12300000.0,1988,Adventure,Don Bluth,7.1,6.9,14017.0
508,The Longest Day,50100000.0,10000000.0,1962,Action,,9.2,7.8,17712.0
509,The Living Daylights,191200000.0,40000000.0,1987,Action,John Glen,7.3,6.7,23735.0
510,Aladdin,504050219.0,28000000.0,1992,Comedy,,,7.8,69090.0
511,A Low Down Dirty Shame,29317886.0,10000000.0,1994,Action,Keenen Ivory Wayans,,5.4,1847.0
512,Love and Death on Long Island,2542264.0,4030000.0,1998,Drama,,,6.9,2506.0
513,Ladyhawke,18400000.0,20000000.0,1985,Action,Richard Donner,6.3,6.7,15260.0
514,Nikita,5017971.0,7000000.0,1991,Thriller/Suspense,Luc Besson,,7.5,24872.0
515,Lion of the Desert,1500000.0,35000000.0,1980,,,,7.8,2659.0
516,Legal Eagles,49851591.0,40000000.0,1986,Comedy,Ivan Reitman,5.0,5.6,4471.0
517,Legend,15502112.0,25000000.0,1986,Adventure,Ridley Scott,,6.1,20734.0
518,The Last House on the Left,3100000.0,87000.0,1972,,,6.3,6.7,22141.0
519,Lifeforce,11603545.0,25000000.0,1985,Horror,Tobe Hooper,5.7,5.8,5727.0
520,Lady in White,1705139.0,4700000.0,1988,Horror,,7.3,6.6,2221.0
521,The Long Kiss Goodnight,33447612.0,65000000.0,1996,Action,Renny Harlin,6.9,6.6,28257.0
522,Lake of Fire,25317.0,6000000.0,2007,Documentary,,,8.4,1027.0
523,Elling,313436.0,2100000.0,2002,,,,7.5,7114.0
524,Lolita (1962),9250000.0,2000000.0,1962,Drama,Stanley Kubrick,,,
525,Elmer Gantry,10400000.0,3000000.0,1960,,Richard Brooks,9.6,7.8,4185.0
526,El Mariachi,2040920.0,7000.0,1993,Action,Robert Rodriguez,,7.0,19668.0
527,Last Man Standing,18115927.0,67000000.0,1996,Action,Walter Hill,,,
528,Aliens,183316455.0,17000000.0,1986,Action,James Cameron,10.0,7.5,84.0
529,AlienÂ³,158500000.0,55000000.0,1992,Action,David Fincher,3.7,6.3,78860.0
530,The Lion King,783839505.0,79300000.0,1994,Adventure,Rob Minkoff,9.2,8.2,136503.0
531,Love and Death,20123742.0,3000000.0,1975,Comedy,Woody Allen,10.0,7.6,12111.0
532,Love and Other Catastrophes,743216.0,250000.0,1997,Comedy,,,5.7,1406.0
533,Love Letters,5269990.0,550000.0,1984,Thriller/Suspense,,,7.3,477.0
534,The Legend of the Lone Ranger,13400000.0,18000000.0,1981,Western,,,4.6,755.0
535,The Last of the Mohicans,72455275.0,40000000.0,1992,Action,Michael Mann,9.7,7.8,45410.0
536,Love Me Tender,9000000.0,1000000.0,1956,,,3.8,5.9,1301.0
537,The Long Riders,15198912.0,10000000.0,1980,Action,Walter Hill,7.9,7.1,3791.0
538,Losin' It,1246141.0,7000000.0,1983,,,,4.6,1668.0
539,The Loss of Sexual Innocence,399793.0,4000000.0,1999,,Mike Figgis,4.5,4.9,2263.0
540,Legends of the Fall,66502573.0,30000000.0,1994,Drama,Edward Zwick,6.3,7.1,39815.0
541,A League of Their Own,132440066.0,40000000.0,1992,Comedy,Penny Marshall,8.1,6.9,33426.0
542,Loaded Weapon 1,27979399.0,13000000.0,1993,Comedy,,,5.7,17637.0
543,The Lost Weekend,11000000.0,1250000.0,1945,,Billy Wilder,10.0,8.2,11864.0
544,Le petit Nicolas,52339566.0,30000000.0,2010,,,,6.9,1505.0
545,Logan's Run,25000000.0,7000000.0,1976,,,7.0,6.7,14947.0
546,Betty Fisher et autres histoires,206400.0,7500000.0,2002,Drama,,,6.9,1054.0
547,Light Sleeper,1050861.0,5000000.0,1992,,,9.4,6.7,1986.0
548,Little Shop of Horrors,38747385.0,30000000.0,1986,Musical,Frank Oz,9.1,6.6,21521.0
549,Lone Star,12961389.0,5000000.0,1996,Drama,John Sayles,9.2,7.6,14599.0
550,Latter Days,833118.0,850000.0,2004,Drama,,,7.4,7157.0
551,Lethal Weapon,120192350.0,15000000.0,1987,Action,Richard Donner,9.0,7.6,54994.0
552,Lethal Weapon 3,319700000.0,35000000.0,1992,Action,Richard Donner,5.6,6.5,39735.0
553,The Last Time I Committed Suicide,12836.0,4000000.0,1997,,,,5.7,1181.0
554,Little Voice,4595000.0,6000000.0,1998,Musical,,8.3,6.9,8453.0
555,The Last Temptation of Christ,8373585.0,7000000.0,1988,Drama,Martin Scorsese,8.3,7.5,20934.0
556,License to Kill,156167015.0,42000000.0,1989,Action,John Glen,,6.5,24558.0
557,Cama adentro,200433.0,800000.0,2007,Drama,,,7.2,466.0
558,Leaving Las Vegas,49800000.0,4000000.0,1995,Drama,Mike Figgis,8.9,7.6,42131.0
559,The Lawnmower Man,32100816.0,10000000.0,1992,Action,,4.7,5.1,12607.0
560,Lone Wolf McQuade,12232628.0,5000000.0,1983,Action,,,5.8,2917.0
561,Little Women,50003303.0,15000000.0,1994,Drama,,8.9,7.1,16514.0
562,Lawrence of Arabia,69995385.0,15000000.0,1962,Adventure,David Lean,9.8,8.6,79421.0
563,Menace II Society,27731527.0,3500000.0,1993,Action,Albert Hughes,8.5,7.4,14807.0
564,Much Ado About Nothing,22549338.0,8000000.0,1993,Drama,Kenneth Branagh,9.0,7.4,22470.0
565,Major Dundee,14873.0,3800000.0,1965,Western,,9.7,6.7,2588.0
566,Mata Hari,900000.0,558000.0,1931,,,,2.2,376.0
567,Malcolm X,48169910.0,35000000.0,1992,Drama,Spike Lee,9.0,7.7,23062.0
568,Maniac,10000000.0,350000.0,1980,,,,6.2,3281.0
569,Mary Poppins,102300000.0,6000000.0,1964,Musical,,10.0,7.7,34302.0
570,Mary Reilly,6370115.0,47000000.0,1996,Drama,Stephen Frears,2.7,5.5,6864.0
571,Maximum Risk,51702929.0,25000000.0,1996,Action,,2.9,4.9,7064.0
572,M*A*S*H,81600000.0,3500000.0,1970,,Robert Altman,,8.6,8043.0
573,The Mask,343900000.0,18000000.0,1994,Comedy,Chuck Russell,7.5,6.6,72981.0
574,Mars Attacks!,101371017.0,80000000.0,1996,Comedy,Tim Burton,5.0,6.3,76396.0
575,Mo' Better Blues,16153000.0,10000000.0,1990,Drama,Spike Lee,7.2,6.3,4210.0
576,Moby Dick,10400000.0,4500000.0,1956,Adventure,John Huston,6.7,7.4,5969.0
577,My Beautiful Laundrette,0.0,400000.0,1986,,Stephen Frears,,6.9,5381.0
578,Michael Jordan to the MAX,18642318.0,7000000.0,2000,Documentary,,6.4,7.2,746.0
579,Michael Collins,27572844.0,25000000.0,1996,Drama,Neil Jordan,7.7,6.9,11805.0
580,My Cousin Vinny,52929168.0,11000000.0,1992,Comedy,,8.6,7.3,30524.0
581,Medicine Man,44948240.0,40000000.0,1992,Drama,John McTiernan,2.2,5.7,9307.0
582,Madadayo,48856.0,11900000.0,1998,Drama,Akira Kurosawa,,7.4,1748.0
583,Modern Problems,24474312.0,8000000.0,1981,Comedy,,,4.5,2144.0
584,Amadeus,51973029.0,18000000.0,1984,Drama,Milos Forman,9.6,8.4,96997.0
585,Modern Times,163245.0,1500000.0,1936,Comedy,,10.0,8.5,35773.0
586,The Mighty Ducks,50752337.0,10000000.0,1992,Comedy,Stephen Herek,0.8,5.9,15479.0
587,A Man for All Seasons,28350000.0,3900000.0,1966,,Fred Zinnemann,8.5,8.1,12460.0
588,Megaforce,5675599.0,18000000.0,1982,Action,Hal Needham,,2.5,1446.0
589,The Mirror Has Two Faces,41267469.0,42000000.0,1996,Romantic Comedy,Barbra Streisand,5.4,6.0,6055.0
590,Midnight Cowboy,44785053.0,3600000.0,1969,,John Schlesinger,9.0,8.0,34053.0
591,Midnight Run,81613606.0,30000000.0,1988,Action,Martin Brest,9.6,7.5,24104.0
592,Major League,49793054.0,11000000.0,1989,Comedy,,8.4,6.9,20798.0
593,The Molly Maguires,2200000.0,11000000.0,1970,,Martin Ritt,8.9,6.8,1304.0
594,Malevolence,257516.0,200000.0,2004,Horror,,3.1,5.0,248.0
595,Mad Max 2: The Road Warrior,24600832.0,2000000.0,1982,Action,George Miller,,,
596,It's a Mad Mad Mad Mad World,60000000.0,9400000.0,1963,,,,7.5,14460.0
597,Mad Max,99750000.0,200000.0,1980,Action,George Miller,,6.9,36548.0
